Stomatepia pindu	YP_009590629
Amphiprion clarkii	YP_009024946
Amphiprion percula	YP_009024933
Allenopithecus nigroviridis	YP_009024920
Cercocebus torquatus	YP_009024907
Cercopithecus diana	YP_009024894
Allochrocebus lhoesti	YP_009024881
Cercopithecus mitis	YP_009024868
Niviventer confucianus	YP_009024855
Vulpes corsac	YP_009024761
Arconaia lanceolata	YP_009024647
Rexea solandri	YP_009024610
Rhinobatos schlegelii	YP_009024597
Blarinella quadraticauda	YP_009024584
Amolops ricketti	YP_009024571
Carcharhinus amblyrhynchoides	YP_009024558
Cobitis elongatoides	YP_009024545
Ciconia nigra	YP_009024532
Nobia grandis	YP_009024517
Zearaja chilensis	YP_009024506
Perinereis aibuhitensis	YP_009024491
Margaritifera dahurica	YP_009024477
Clarias fuscus	YP_009024466
Perdix hodgsoniae	YP_009024453
Tetraogallus tibetanus	YP_009024440
Massicus raddei	YP_009024413
Whitmania acranulata	YP_009024158
Erpobdella octoculata	YP_009024145
Pacris xizangensis	YP_009024042
Polymastia littoralis	YP_009020817
Lophius litulon	YP_009020660
Phoxinus ujmonensis	YP_009020285
Ichthyaetus relictus	YP_009019403
Macquaria australasica	YP_009000583
Cobitis melanoleuca granoei	YP_009002453
Henosepilachna pusillanima	YP_009002400
Rhincodon typus	YP_009002135
Lutraria rhynchaena	YP_009000594
Mareca falcata	YP_008999777
Polyplectron germaini	YP_008994670
Pampus echinogaster	YP_008994364
Jaminaea angkorensis	YP_008994142
Liobagrus marginatus	YP_008854367
Spheniscus demersus	YP_008815298
Haplorchis taichui	YP_008578694
Quasipaa boulengeri	YP_008378841
Micropercops swinhonis	YP_008239290
Hippocampus histrix	YP_008082701
Nematalosa come	YP_008082536
Chanodichthys dabryi	YP_008081180
Epinephelus stictus	YP_007890883
Cryptococcus neoformans var. grubii H99	YP_006883716
Scoliodon macrorhynchos	YP_006460407
Chiloscyllium punctatum	YP_005088201
Cervus nippon kopschi	YP_004934911
Myotis formosus	YP_004734057
Nerthra indica	YP_002970968
Hydrometra greeni	YP_002971020
Cairina moschata	YP_001974581
Salmo trutta	YP_009026991
Epinephelus awoara	YP_006883461
Bahaba taipingensis	YP_006575967
Brachymystax lenok tsinlingensis	YP_006575911
Brachymystax lenok	YP_006575898
Acentrogobius pflaumii	YP_006460558
Mesoplodon grayi	YP_009020686
Schizothorax prenanti	YP_009020673
Amphilophus citrinellus	YP_009020647
Amphiprion polymnus	YP_009020634
Nematalosa nasus	YP_009020608
Sus cebifrons	YP_009003987
Liachirus melanospilos	YP_009003958
Coilia grayii	YP_009003945
Megalobrama amblycephala x Parabramis pekinensis	YP_009003896
Schizothorax plagiostomus	YP_009003784
Rana cf. chensinensis QYCRCCH_C	YP_009003758
Iwatanemertes piperata	YP_009003678
Carcharhinus leucas	YP_009003667
Carcharhinus sorrah	YP_009003654
Carcharias taurus	YP_009003641
Uraeotyphlus gansi	YP_009003628
Schistometopum gregorii	YP_009003615
Praslinia cooperi	YP_009003602
Potomotyphlus kaupii	YP_009003589
Microcaecilia unicolor	YP_009003576
Microcaecilia dermatophaga	YP_009003563
Luetkenotyphlus brasiliensis	YP_009003550
Indotyphlus maharashtraensis	YP_009003537
Ichthyophis bombayensis	YP_009003524
Grandisonia sechellensis	YP_009003511
Chthonerpeton indistinctum	YP_009003498
Caecilia gracilis	YP_009003485
Caecilia tentaculata	YP_009003472
Toxascaris leonina	YP_009003407
Huso dauricus	YP_009020911
Rana dybowskii	YP_009003745
Mustelus griseus	YP_009003732
Vieja melanura	YP_009003719
Himantura granulata	YP_009003706
Alepes kleinii	YP_009003693
Tapirus indicus	YP_009020924
Chrysemys picta bellii	YP_009022046
Orcinus orca	YP_009022033
Pseudorhombus cinnamoneus	YP_008592417
Acheilognathus macropterus	YP_003359487
Acomys cahirinus	YP_007626812
Cyprinus carpio wuyuanensis x Carassius auratus	YP_006460110
Opistognathus jacksoniensis	YP_006303555
Gobiobotia brevibarba	YP_004123507
Synodus variegatus	YP_271978
Liposcelis decolor	YP_009020935
Amphiascoides atopus	YP_009019483
Schizopygopsis thermalis	YP_008081219
Gymnocypris namensis	YP_008081206
Gymnocypris dobula	YP_008081193
Hydra sinensis	YP_008081034
Dasyatis akajei	YP_007890870
Pseudolaubuca engraulis	YP_007517085
Lepomis cyanellus	YP_007475499
Acheilognathus somjinensis	YP_004123559
Pseudopungtungia tenuicorpus	YP_004123431
Microphysogobio koreensis	YP_004123533
Podoces hendersoni	YP_004123520
Gobiobotia macrocephala	YP_004123494
Rhodeus suigensis	YP_003359439
Mauremys annamensis	YP_006303225
Lamprotula gottschei	YP_009020404
Thamnaconus tessellatus	YP_009020311
Paramisgurnus dabryanus	YP_009020298
Onychostoma macrolepis	YP_009020104
Metzia mesembrinum	YP_009020007
Adelphocoris fasciaticollis	YP_009019993
Macaca assamensis	YP_009019981
Megaselia scalaris	YP_009019967
Hynobius maoershanensis	YP_009019759
Parazacco spilurus	YP_009019720
Abbottina rivularis	YP_009019455
Ratufa bicolor	YP_009019442
Lophura swinhoii	YP_009019429
Aleuroglyphus ovatus	YP_009019414
Heliocidaris crassispina	YP_009019299
Pseudocentrotus depressus	YP_009019286
Strongylocentrotus intermedius	YP_009019273
Dendronephthya castanea	YP_008999655
Pleurogrammus monopterygius	YP_009002479
Sinocyclocheilus anophthalmus	YP_009002440
Heterotilapia buttikoferi	YP_009002414
Boleophthalmus boddarti	YP_009002388
Pampus argenteus	YP_009002362
Acanthacorydalis orientalis	YP_009002225
Microphysogobio tafangensis	YP_009002213
Vulpes zerda	YP_009002187
Decapterus macrosoma	YP_009002174
Capricornis milneedwardsii	YP_009002161
Sebastes inermis	YP_009002148
Peltorhamphus novaezeelandiae	YP_009001961
Colistium nudipinnis	YP_009001948
Cynoglossus itinus	YP_009001935
Neochauliodes bowringi	YP_009001908
Conus consors	YP_009002198
Rattus niobe	YP_008999712
Trichobatrachus robustus	YP_009000570
Hemisus marmoratus	YP_009000544
Acrossocheilus fasciatus	YP_009000518
Ornithodoros brasiliensis	YP_009000465
Ornithodoros rostratus	YP_009000452
Argas miniatus	YP_009000439
Otobius megnini	YP_009000426
Argas lagenoplastis	YP_009000413
Pteronotus parnellii	YP_009000401
Schizothorax progastus	YP_009000302
Schizothorax labiatus	YP_009000289
Semisulcospira libertina	YP_009000274
Rapisma zayuanum	YP_009000262
Rapisma xizangense	YP_009000249
Glyphis garricki	YP_009000237
Mugilogobius abei	YP_008999790
Rhipicephalus geigyi	YP_008999750
Rhipicephalus australis	YP_008999724
Lamprotula leaii	YP_008999706
Calicogorgia granulosa	YP_008999683
Scleronephthya gracillimum	YP_008999669
Proteus anguinus	YP_008999644
Necturus beyeri	YP_008999631
Squalidus argentatus	YP_008999541
Rhipicephalus microplus	YP_008999527
Botrylloides nigrum	YP_008083006
Leptolalax oshanensis	YP_007624892
Amoya chusanensis	YP_007475269
Tylototriton verrucosus	YP_006303173
Echinotriton andersoni	YP_006303160
Chlorostoma brunnea	YP_005351149
Mauremys japonica	YP_005351112
Aplysina cauliformis	YP_005351091
Clupeoides sp. Chao Phraya	YP_005089076
Clupeichthys aesarnensis	YP_005088623
Microthrissa congica	YP_005088466
Tenualosa ilisha	YP_005088143
Diuraphis noxia	YP_008758395
Lepidocampa weberi	YP_008757609
Octostigma sinensis	YP_008757570
Umbra pygmaea	YP_008592608
Zebrias zebra	YP_008080630
Novumbra hubbsi	YP_008592595
Garra orientalis	YP_008378754
Epinephelus sexfasciatus	YP_008239316
Heptranchias perlo	YP_008758435
Anodontostoma chacunda	YP_008082523
Sogatella furcifera	YP_008081166
Ancherythroculter nigrocauda	YP_008081128
Protobothrops mucrosquamatus	YP_008081102
Lamprotula tortuosa	YP_008080996
Paraplagusia japonica	YP_008080617
Chikila fulleri	YP_008080446
Versteria mustelae	YP_007891014
Proechimys longicaudatus	YP_007625499
Chrysemys picta	COX1_15054
Hydatigera krepkogorski	YP_007891002
Hydatigera parva	YP_007890990
Johnius grypotus	YP_007890844
Liobagrus marginatoides	YP_007890441
Hippocampus trimaculatus	YP_007890093
Schizothorax oconnori	YP_007627111
Chaeturichthys stigmatias	YP_007627176
Epinephelus areolatus	YP_007627163
Epinephelus latifasciatus	YP_007627150
Epinephelus fasciatomaculosus	YP_007627124
Mesocentrotus nudus	YP_007626981
Ctenomys leucodon	YP_007625525
Mystus rhegma	YP_008993014
Polypterus palmas buettikoferi	YP_008994778
Esox reichertii	YP_008994739
Plesiomyzon baotingensis	YP_008994709
Cetorhinus maximus	YP_008994696
Sebastes koreanus	YP_008994683
Meriones unguiculatus	YP_008994657
Protostrongylus rufescens	YP_008994643
Cistopus taiwanicus	YP_008994352
Nacospatangus alta	YP_008994264
Ophiacantha linea	YP_008994243
Solenaia carinata	YP_008994166
Uropsilus soricipes	YP_008993944
Vestalis melania	YP_008993143
Epiophlebia superstes	YP_008993130
Cyclocheilichthys enoplos	YP_008993118
Cynoglossus lineolatus	YP_008993105
Cynoglossus puncticeps	YP_008993092
Paraplagusia blochii	YP_008993079
Paraplagusia bilineata	YP_008993066
Cynoglossus bilineatus	YP_008993053
Zebrias quagga	YP_008993040
Cynoglossus sinicus	YP_008993027
Hemibagrus spilopterus	YP_008993001
Cyclemys tcheponensis	YP_008992988
Cyclemys oldhami	YP_008992975
Leptobelus gazella	YP_008992961
Saimiri oerstedii citrinellus	YP_008992419
Mustela kathiah	YP_008992406
Pleurogrammus azonus	YP_008965462
Marphysa sanguinea	YP_008965280
Pteropus alecto	YP_008965256
Potamotrygon motoro	YP_008964930
Mystacoleucus marginatus	YP_008964155
Zacco platypus	YP_008964142
Acanthorhodeus chankaensis	YP_008964002
Macropicola ocydromi	YP_008963975
Hypodontus macropi	YP_008963963
Paramphistomum cervi	YP_008963803
Petaurista hainana	YP_008963569
Babylonia areolata	YP_008963243
Carcharhinus obscurus	YP_007624902
Sarcocheilichthys nigripinnis	YP_007624863
Ammodytes hexapterus	YP_007517072
Dolycoris baccarum	YP_007476425
Acentrogobius chlorostigmatoides	YP_007475256
Oxyurichthys formosanus	YP_007475243
Tachysurus ussuriensis	YP_007475230
Luciobarbus capito	YP_007475082
Liobagrus kingi	YP_007475069
Haemaphysalis parva	YP_007475042
Coilia mystus	YP_007026396
Taeniura meyeni	YP_007026357
Liriomyza bryoniae	YP_005089062
Mus musculus domesticus	YP_220552
Bursaphelenchus xylophilus	YP_008992254
Metagonimus yokogawai	YP_008994162
Sepia aculeata	YP_008855157
Labeo lineatus	YP_008855046
Labiobarbus lineatus	YP_008855033
Labiobarbus leptocheilus	YP_008855020
Garra flavatra	YP_008855007
Thynnichthys polylepis	YP_008854994
Osteochilus schlegelii	YP_008854981
Henicorhynchus lineatus	YP_008854968
Labeo cyclorhynchus	YP_008854955
Schismatorhynchos nukta	YP_008854942
Labiobarbus ocellatus	YP_008854929
Osteochilus nashii	YP_008854916
Labeo angra	YP_008854903
Garra spilota	YP_008854890
Labeo pierrei	YP_008854877
Labeo chrysophekadion	YP_008854864
Garra rufa	YP_008854851
Monotrete leiurus	YP_008854838
Sarcocheilichthys lacustris	YP_008854761
Caranx ignobilis	YP_008854700
Gobiobotia intermedia	YP_008854687
Hemiculter leucisculus	YP_008854661
Thymallus grubii	YP_008854393
Meretrix lyrata	YP_008854378
Corythucha ciliata	YP_008854353
Pallisentis celatus	YP_008854340
Onychostoma rara	YP_008816311
Schizothorax esocinus	YP_008816215
Schizopyge niger	YP_008816202
Corallium rubrum	YP_008816173
Barbatula nuda	YP_008815905
Pethia conchonius	YP_008815879
Aspiorhynchus laticeps	YP_008815866
Misgurnus bipartitus	YP_008815853
Celaenorrhinus maculosa	YP_008815839
Pseudobrama simoni	YP_008815827
Leptobotia rubrilabris	YP_008815814
Pristaulacus compressus	YP_008815717
Epinephelus bleekeri	YP_008815705
Laternula elliptica	YP_008815683
Saurogobio dabryi	YP_008815666
Salvelinus leucomaenis	YP_008815653
Panthera onca	YP_008815627
Rhinobatos hynnicephalus	YP_008815614
Campylorhynchus zonatus	YP_008815601
Nucifraga columbiana	YP_008815588
Sicyopterus lagocephalus	YP_008815575
Aetobatus flagellum	YP_008815562
Scleropages jardinii	YP_008815549
Acropora robusta	YP_008815516
Acropora divaricata	YP_008815503
Acropora nasuta	YP_008815490
Acropora digitifera	YP_008815477
Acropora yongei	YP_008815464
Acropora florida	YP_008815451
Acropora aspera	YP_008815438
Acropora hyacinthus	YP_008815425
Acropora horrida	YP_008815412
Acropora muricata	YP_008815399
Acropora humilis	YP_008815386
Alopias pelagicus	YP_008815363
Pristis clavata	YP_008815350
Trimeresurus albolabris	YP_008815337
Prionace glauca	YP_008815324
Odontobutis sinensis	YP_008815311
Oncocephalus breviscutum	YP_008815284
Montifringilla ruficollis	YP_008815272
Dendronephthya suensoni	YP_008814821
Tursiops australis	YP_008802651
Corallium elatius	YP_008802635
Pseudotriakis microdon	YP_008758500
Somniosus pacificus	YP_008758487
Hexanchus nakamurai	YP_008758474
Hexanchus griseus	YP_008758461
Notorynchus cepedianus	YP_008758448
Chlamydoselachus anguineus	YP_008758422
Helostoma temminkii	YP_008758409
Pseudobagrus albomarginatus	YP_008758383
Pseudobagrus ondon	YP_008758370
Hasemania nana	YP_008758357
Silurus soldatovi	YP_008758344
Hippocampus erectus	YP_008758331
Rhodeus sinensis	YP_008758318
Rhinogobio ventralis	YP_008758305
Phrynocephalus przewalskii	YP_008758292
Oxygymnocypris stewartii	YP_008758279
Cobitis lutheri	YP_008758266
Takydromus sexlineatus	YP_008757991
Tor sinensis	YP_008757978
Solenaia oleivora	YP_008757963
Rana catesbeiana	YP_008757900
Protobothrops cornutus	YP_008757887
Myotis macrodactylus	YP_008757874
Sepiella inermis	YP_008757861
Hylobitelus xiaoi	YP_008757674
Channa marulius	YP_008758122
Misgurnus mohoity	YP_008758109
Plagiognathops microlepis	YP_008758096
Jellisonia amadoi	YP_008758082
Trachinotus ovatus	YP_008758043
Odontobutis potamophila	YP_008758030
Pseudobagrus trilineatus	YP_008758017
Microphysogobio brevirostris	YP_008758004
Dopasia harti	YP_008757952
Myotis ikonnikovi	YP_008757926
Rhinogobius similis	YP_008757848
Rhodeus shitaiensis	YP_008757822
Ostrea lurida	YP_008757794
Arborophila brunneopectus	YP_008757744
Cavariella salicicola	YP_008757716
Sphyrna lewini	YP_008757662
Batocera lineolata	YP_008757557
Pseudopodoces humilis	YP_003795337
Cottus hangiongensis	YP_004123137
Acheilognathus yamatsutae	YP_003359500
Paracirrhites arcatus	YP_008593810
Pterapogon kauderni	YP_008593797
Apogon semilineatus	YP_008593784
Epinephelus merra	YP_008593771
Echeneis naucrates	YP_008593758
Pomatomus saltatrix	YP_008593745
Aphanopus carbo	YP_008593732
Epinnula magistralis	YP_008593719
Rexea nakamurai	YP_008593693
Peprilus triacanthus	YP_008593680
Pampus punctatissimus	YP_008593667
Tetragonurus atlanticus	YP_008593654
Tetragonurus cuvieri	YP_008593641
Ariomma indicum	YP_008593628
Ariomma lurida	YP_008593615
Gymnosarda unicolor	YP_008593602
Evoxymetopon poeyi	YP_008593589
Assurger anzac	YP_008593576
Ruvettus pretiosus	YP_008593563
Thyrsitoides marleyi	YP_008593550
Promethichthys prometheus	YP_008593537
Nesiarchus nasutus	YP_008593524
Sphyraena japonica	YP_008593511
Kali indica	YP_008593498
Pteraclis aesticola	YP_008593485
Taractes asper	YP_008593472
Eumegistus illustris	YP_008593459
Sphyraena barracuda	YP_008593446
Champsodon cf. snyderi CBM-ZF 10876	YP_008593439
Dysalotus alcocki	YP_008593420
Platycephalus indicus	YP_008593407
Parachanna insignis	YP_008593394
Trichogaster lalius	YP_008593381
Istiophorus albicans	YP_008593368
Kurtus gulliveri	YP_008593355
Sarcocheilichthys sinensis	YP_008593329
Eptesicus serotinus	YP_008593316
Luciola cruciata	YP_008593289
Hormathia digitata	YP_008593283
Bolocera tuediae	YP_008593269
Urticina eques	YP_008593255
Sepia lycidas	YP_008593233
Sepia latimanus	YP_008593220
Sepia apama	YP_008593207
Spinibarbus sinensis	YP_008593194
Johnius belangerii	YP_008593181
Metzia formosae	YP_008592725
Acipenser ruthenus	YP_008592569
Anas crecca	YP_008592556
Hymeniacidon sinapium	YP_008592463
Eusthenes cupreus	YP_008592441
Pleuronichthys cornutus	YP_008592391
Sibynophis chinensis	YP_008578507
Vampyrum spectrum	YP_008578494
Tonatia saurophila	YP_008578481
Sturnira tildae	YP_008578468
Rhinophylla pumilio	YP_008578455
Pteronotus rubiginosus	YP_008578442
Lophostoma silvicolum	YP_008578429
Desmodus rotundus	YP_008578416
Carollia perspicillata	YP_008578403
Brachyphylla cavernarum	YP_008578390
Anoura caudifer	YP_008578377
Micronycteris megalotis	YP_008578364
Anas poecilorhyncha	YP_008578351
Mimachlamys senatoria	YP_008578252
Aiptasia pulchella	YP_008520216
Galeocerdo cuvier	YP_008475589
Hemibarbus umbrifer	YP_008475576
Microphysogobio longidorsalis	YP_008475563
Squalidus wolterstorffi	YP_008475550
Gnathopogon strigatus	YP_008475537
Biwia springeri	YP_008475524
Saurogobio dumerili	YP_008475511
Pseudogobius javanicus	YP_008475498
Acrossocheilus barbodon	YP_008475472
Acrossocheilus hemispinus	YP_008475459
Cirrhinus molitorella	YP_008475446
Mesocottus haitej	YP_008475433
Pristipomoides multidens	YP_008475323
Schoeniclus aureolus	YP_008474793
Spinibarbus caldwelli	YP_008474780
Orectolobus japonicus	YP_008474767
Enophrys diceraus	YP_008474754
Oocatochus rufodorsatus	YP_008474741
Cephalopholis sonnerati	YP_008474695
Cephalopholis argus	YP_008474682
Triso dermopterus	YP_008474656
Variola albimarginata	YP_008474643
Variola louti	YP_008474630
Sus scrofa	COX1_15069
Nannochloropsis oceanica	YP_008519459
Moschus chrysogaster	YP_007353832
Hyporthodus octofasciatus	YP_007317682
Epinephelus fuscoguttatus	YP_007317669
Luciogobius platycephalus	YP_007183198
Tropheus moorii	YP_006884008
Petrochromis trewavasae	YP_006883995
Ithaginis cruentus	YP_006460045
Cottus poecilopus	YP_004123109
Oryzias javanicus	YP_003058380
Oryzias luzonensis	YP_003058354
Oryzias dancena	YP_003058245
Oryzias minutillus	YP_003058232
Nannochloropsis oculata	YP_008519424
Nannochloropsis limnetica	YP_008519389
Nannochloropsis granulata	YP_008519318
Ixodes ricinus	YP_006576348
Acheilognathus intermedia	YP_003359315
Tanakia koreensis	YP_003359302
Microchloropsis salina	YP_008519354
Microchloropsis salina	YP_008519353
Cylicocyclus insigne	YP_003433739
Gillichthys seta	YP_003002341
Saimiri boliviensis	YP_008379218
Onychostoma simum	YP_008379296
Scatophagus argus	YP_008379244
Cacajao calvus	YP_008379231
Plecturocebus cupreus	YP_008379205
Raja rhina	YP_008379192
Bombina lichuanensis	YP_008083575
Bombina microdeladigitora	YP_008083562
Schizopygopsis younghusbandi	YP_008081063
Emberiza pusilla	YP_008081050
Liobagrus nigricauda	YP_008081037
Plectropomus areolatus	YP_008081011
Artemia tibetiana	YP_008080707
Artemia urmiana	YP_008080694
Ammodytes personatus	YP_008080592
Murina ussuriensis	YP_007890329
Lanius tephronotus	YP_007890067
Perinereis nuntia	YP_007624874
Squaliobarbus curriculus x Ctenopharyngodon idella	YP_007517150
Ctenopharyngodon idella x Squaliobarbus curriculus	YP_007517137
Lethenteron camtschaticum	YP_007517124
Gobiobotia naktongensis	YP_007517111
Pseudohemiculter dispar	YP_007507217
Schizothorax wangchiachii	YP_007475512
Dasyatis bennetti	YP_007475339
Pseudorasbora elongata	YP_008239368
Neotrygon kuhlii	YP_008239342
Lacerta agilis	YP_008239329
Schedophilus velaini	YP_008239061
Pentaceros japonicus	YP_008239048
Nilaparvata lugens	YP_008238908
Helix aspersa	YP_008238894
Pinctada margaritifera	YP_008145553
Onychostoma barbatulum	YP_008145680
Ascaridia columbae	YP_008145666
Ascaridia galli	YP_008145654
Remiz consobrinus	YP_008145643
Eleutheronema tetradactylum	YP_008144936
Channa argus x Channa maculata	YP_008144625
Glyptothorax trilineatus	YP_008144565
Oreoglanis macropterus	YP_008144552
Bagarius yarrelli	YP_008144539
Pseudecheneis sulcata	YP_008144526
Pseudexostoma yunnanense	YP_008144513
Pareuchiloglanis gracilicaudata	YP_008144500
Liobagrus anguillicauda	YP_008144487
Exostoma labiatum	YP_008144474
